English Phrase,Meanings,Acts,Hindi Translation
mode of conducting examination,,"s. 29(2)(a), Inland Vessels Act",८0 परीक्षा के संचालन की रीति
mode of conveying land,,"sch., part B, T.P. Act",भूमि के हस्तांतरण का ढंग
mode of despatch,,,पे्रषण प्रकार
mode of life,way of living,"s. 149, ill. (d), Indian Evidence Act",जीवन का ढंग
mode of proceeding,,"s. 45, Presidency Small Cause Courts Act",८0 कार्यवाही का ढंग
mode of recovery,a manner of recovering money etc.,"s. 28, State Agricultural Credit Corporations Act","वसूली की पद्धति 5 [s. 32, Wealth-tax Act] वसूली का ढंग"
mode of registration,,,रजि स्ट्रीकरण का ढंग
mode of representing,,"s. 3(65), General Clauses Act",रूपण का ढंग
mode of settling differences of opinion,,,मतभेदों को तय करने का ढंग
mode of transfer,,"s. 2(1)(w), Trade and Merchandise Marks Act",अंतरण का ढंग
mode of valuing certain suits,,"long title, Suits Valuation act",कति पय वादों के बारे में मूल्याकंन का ढंग
mode of visual or acoustic presentation,,"s. 2(q), Copyright Act",८0 दृश्य या HEA प्रस्तुति का ढंग
model,"1. object or figure made in clay, wax etc. and intended to be reproduced in more durable materials","s. 80O, Income-tax Act",प्रति मान
model room supervisor,,,प्रति रूपण कक्ष पर्यवेक्षक
model standing orders,,"s. 3(2), Industrial Employment (Standing Orders) Act",आदशर् स् थायी आदेश
Model Vital and Health Statistical Unit,,,जन्म-मरण और स्वास्थ्य सांख्यि की आदर्श यूनि ट
modelling teacher,,,प्रति रूपण शि क्षक
modelling tools,instruments for preparing models,"s. 98, ill., Indian Evidence Act",प्रति मा बनाने के औजार
moderate,to make temperate or reasonable,"s. 33(3), Aligarh Muslim University Act",अनुसीमक (माडरेटर)
moderate limits,reasonable limits,,युक्‍ति युक्त सीमाएं
moderator,one who moderates a question paper,"s. 29(1)(g), Aligarh Muslim University Act",अनुसीमक (माडरेटर)
modern and scientific lines,,"art. 48, Const.",आधुनि क और वैज्ञानि क प्रणाल्रि यां
modern scientific lines,,"s. 16(1), Rampur Raza Library Act",आधुनि क वैज्ञानि कढंग
modesty,the quality of being modest; womanly propriety of behaviour,"s. 509, I.P.C.",लज् जा
"modesty, insult the",,"s. 509, I.P.C.",लज् जा का अनादर करना
"modesty, outrage the",,"s. 354, I.P.C.",लज् जा भंग करना
modification,"a change or alteration which introduces new elements into the details or some of them, but leaves the general purpose and effect of the subject matter intact","s. 73, Indian Evidence Act",उपांतर
modification order,,"s. 3(d), Industrial Disputes (Banking Companies) Decision Act",उपांतरण आदेश
modifications and adaptations,,"s. 8, prov., C.P.C.",उपांतर और अनुकूलन
modified value added tax (MODVAT),,,उपांतरित मूल्य वर्धित कर
modify,to make a modification; to alter without radical transformation,,उपांतरण करना
moiety,,,अंश
molasses,,"ss. 3(a) and 4(1), Indian Power Alcohol Act",शीरा
molest,"to cause trouble, grief or vexation; to annoy","s. 249, Cantonments Act",दि क्‌ करना
moment,a very short time,"s. 4, ill. (a), Indian Majority Act",क्षण
monastery,a house of religious retirement or of seclusion from the world for persons under religious vows,"s. 25A, Representation of the People Act, 1951",मठ
monetary equivalent,equivalent in money,"s. 314(2), Companies Act",धनीय समतुल् य
monetary grants,,,आर्थिक अनुदान
monetary limit,,,आर्थिक सीमा
monetary standard,,"preamble, Reserve Bank of India Act",मुद्रा मान
monetary system,,"preamble, Reserve Bank of India Act",पद्धति
monetary unit,,"sch., art. IX, Indian Carriage of Goods by Sea Act",८0 मुद्रा यूनि ट
money,current coin; something generally accepted as medium of exchange; funds,,धन
money at call and short notice,,,मांग और अल्प सूचना पर देय राशि
Money Bill,,"art. 107(1), Const.",धन वि धेयक
money changer,one whose occupation is the exchanging of kinds of denominations of currency,"s. 2(m), Foreign Exchange Regulation Act",मुद्रा परि
money columns,,,रकम के खाते
money consideration,a consideration in the form of money,"s. 2(10), Sale of Goods Act",धन के रूप में प्रति फल
money-laundering,,,धन-शोधन
money lender,one whose business is lending money at interest,"s. 16, ill. (c), Indian Contract Act",साहूकार
money lending,the act or occupation of lending money at interest,,साहूकारी
money market,"a financial centre, where institutions comprising the money market are well developed; the lenders and borrowers of short term funds and the intermediaries, who bring them together","s. 45L(3), Reserve Bank of India Act",मदु्रा बाजार
money order clerk,,,मनीआर्डर लि पि क
money order issue clerk,,,मनीआर्डर नि ग॑मलि पि क
money order paid clerk,,,मनीआर्डर संदाय लि पि aw
money out on mortgage,,"sch. III, annexure A, Court-fees Act",बंधक में लगा हुआ रुपया
money overpaid,money paid more than is due,"app. A, form No. 2, C.P.C.",अति दत्त धन
"money, public",,,लोक धन
money suit,a process instituted in a court of justice for recovery of money,"Or. 7, r. 2, C.P.C.",धन का वाद
"money, to extract",,,धन ऐंठना
money value,,"s. 3(n)(3), Maternity Benefit Act",धन मूल् य
money warrant,,,धन वारंट
moneys out of the consolidated fund,,,संचि तनि धि में से धन
money’s worth,anything recognised as equivalent to money,"s. 46, expln., Presidency-towns Insolvency Act",नकद मूल्य की वस्तु
monitor,,,अनुश्रोता
monitoring,to check and adjust to test; to watch; to observe; to keep track of; to regulate etc.,,मानीटर करना
monitoring department,,,मानीटरी वि भाग
monitoring device,,"s. 42(2), Water (Prevention and Control of Pollution) Act",मानीटर करने की युक्‍ति
"Monitoring Organisation, Central",,,मशीन
mono attendant,,,मोनो परि चर
monocaster,,,मोनो ढलाईकार
mono key board operator,,,मोनो की बोर्ड प्रचालक
mono mechanic,,,मोनो मैकेनि क
monolith,a mountain or a large hill apparently composed of one kind of rock; a column of soil several feet deep removed as a unit; a single block of stone especially one shaped into a pillar or monument,"s. 2(3), Ancient Monuments and Archaeological Sites and Remains Act",एकाश् मक
mono operator,,,मोनो आपरेटर
monopolistic competition,competition that is used among sellers whose products are similar but not identical and that takes the form of product of differentiation and advertising with less emphasis on price,,मशीन
monopolistic trade practice,,"s. 14, Telecom Regulatory Authority of India Act",एकाधिकारी व्यापारिक व्यवहार
monopoly,the exclusive privilege of trade created by statute; state grant to an individual or corporation,,एकाधि कार
mono type caster,,,मोनो टाइप ढलाईकार
mono type learner,,,मोनो टाइप शि क्षार्थी
