English Phrase,Meanings,Acts,Hindi Translation
jobbing,the practice of a middleman or stock jobber,"s. 43(5)(c), Income-tax Act",दलाली ; आढ़त
join,1. to bring together; to combine,,संयोिज त करना ; संयोजन करना ; जोड़ना ; 2.
joinder,the act of joining,"ch. XVI, Cr. P.C.",संयोजन
joinder of causes of action,joining together two or more causes of action in the same suit or proceeding,"Or. 2, r. 3(1), C.P.C.",वादहेतुकों का संयोजन
joinder of charges,,"ch. XVII, Cr. P.C.",आरोपों का संयोजन
joinder of plaintiffs,,"sch. 1, Or. 1, r. 2, C.P.C.",वादि at का संयोजन
joinder of trustees,,"Or. 31, r. 2, C.P.C.",हैबियस कार्पस
joined improperly,,,अनुचि ततौर पर संयोजि त
joining date,,,पदग्रहण तारीख
joining period,,,पदग्रहण अवधि
joining report,,,पदग्रहण रि
joining time,,"s. 2(b)(iii), High Court Judges (Conditions of Service) Act",८0 कार्यग्रहण की अवधि ; कार्यग्रहण काल ; योग काल
joining time allowance,,,पदग्रहण-काल भत्ता ; योग-काल भत्ता
joining time pay,,,पदग्रहण अवधि वेतन ; कार्यग्रहण अवधि वेतन ; योग-काल वेतन
joint,joined; combined; involving the united activity of two or more,"s. 135A(1)(c), C.P.C.",संयुक् त
joint account,,,संयुक् त लेखा
joint and several,constituting or relating to rights which two or more persons entitled thereto may assert either together or separately or to duties or liabilities of two or more persons for which they may be held liable either together or separately,,संयुक् त और पथृक्
joint and several note,,,संयुक् त और पथृक् वचनपत्र
joint and several promissory note,a pronote in which the executants are jointly as well as severally liable,"s. 132, ill., Indian Contract Act",संयुक्त और पृथक्‌ दायि त्व वाला वचनपत्र
joint annuity,,,सयुकत वार्षिकी
joint application,,,संयुक् त आवेदनपत्र
joint attestation,,,संयुक् त अनुप्रमाणन
joint auditor,,,संयुक्त लेखापरीक्षक
joint bank account,,,संयुक्त बैंक लेखा
joint cadre,,,सयुंक् त काडर
joint charter,,"s. 115VB, Income-tax Act",संयुक् त चाटर्र
Joint Chief Controller,,,संयुक्त मुख्य नि यंत्रक
Joint Chief Settlement Commissioner,,,संयुक्त मुख्य नि पटारा आयुक्त
joint committee,a committee appointed by both Houses of a Legislature for the purpose of considering joint action or resolving differences between the two Houses,"s. 135A(1)(c), C.P.C.",संयुक्त समि ति
Joint Communications Electronics Committee,,,संयुक्त संचार इलैक्ट्रानि की समि ति
joint concurrence,,,संयुक्त सहमति
joint conference,,"s. 135A(1)(c), C.P.C.",संयुक् त सम् मेलन
joint consultation,,,सम्मि लि त परामर्श
joint contract,,"s. 45(4), Presidency-towns Insolvency Act",संयुक्त संवि दा
J 229 joint contractors,those who contract jointly,"s. 20(2), Indian Contract Act",हैबियस कार्पस
joint control of several persons,,"s. 35, Arms Act",अनेक व्यक्ति यों का संयुक्त नि यंत्रण
joint debtor,,"s. 90(7), Presidency-towns Insolvency Act",संयुक् त ऋणी
joint decree,a decree in favour of or against more than one person jointly,"Or. 21, r. 18(4), ill. (d), C.P.C.","७), CP.C] संयुक्त डि क्री"
joint decree-holder,persons who jointly hold a decree against another,"Or. 21, r. 15(1), C.P.C.",क्रीदार
Joint Deputy Director,,,संयुक्त उपनि देशक
joint direction,,"s. 37, ill. (a), T.P. Act",सयुकत नि देश
Joint Educational Advisor,,,सयुक्त शिक्षा सलाहकार
joint family,"an undivided Hindu family; a consanguineal family unit consisting of descendants of a common ancestor who generally maintain a common residence and are subject to common social, economic and religious regulations","s. 11(3), Companies Act","था undivided Hindu family; a consanguineal family unit consisting of descendants of a common ancestor who generally maintain a common residence and are subject to common social, economic and religious regulations /s. //(3), Companies Act] अवि"
joint family property,property held by the members of a family as joint tenants with rights of survivorship,"s. 7, expln. 2, Limitation Act",०7 अवि भक्त कुटुंब की संपत्ति
joint funds,,,सयुकत निधि
joint holder in account,,"s. 226(3)(ii), Income-tax Act","संयुक्त धारक ; लेखे का संयुक्त धारक joint holders of share ; (5. 53(4), Companies Act] अंश (शेयर) के संयुक्त धारक"
joint holders of share,,"s. 53(4), Companies Act",अंश (शेयर) के संयुक् त धारक
joint intelligence staff,,,हैबियस कार्पस
joint interest,interest of two or more persons together,,संयुक्त हि त रखना
"joint interest, hold a",,"s. 6, expln. 1, Indian Partnership Act",हैबियस कार्पस
joint liabilities,,,सयुक्त दायि त्व
joint life policy,,,सयुक्त जीवन बीमा पालि सी
"joint lives, during their",,"s. 42, Indian Contract Act",हैबियस कार्पस
joint meeting,a meeting at which members of more than one body meet together,"s. 135A(1)(c), C.P.C.",८०.८३ संयुक्त अधि वेशन
joint note,,,संयुक् त वचनपत्र
joint occupation,occupation jointly by two or more persons,"s. 35, Arms Act",संयुक्त अधि भोग
